"SERIES_CODE","COUNTRY.ID","COUNTRY","INDICATOR.ID","INDICATOR","SCALE.ID","SCALE","UNIT.ID","UNIT","COUNTRY_UPDATE_DATE","METHODOLOGY","METHODOLOGY_NOTES","KEY_INDICATOR","SERIES_NAME","LATEST_ACTUAL_ANNUAL_DATA","HISTORICAL_DATA_SOURCE","BASE_YEAR","START_END_MONTHS_OF_REPORTING_YEAR","CHAIN_WEIGHTED","PRIMARY_DOMESTIC_CURRENCY","X1980","X1981","X1982","X1983","X1984","X1985","X1986","X1987","X1988","X1989","X1990","X1991","X1992","X1993","X1994","X1995","X1996","X1997","X1998","X1999","X2000","X2001","X2002","X2003","X2004","X2005","X2006","X2007","X2008","X2009","X2010","X2011","X2012","X2013","X2014","X2015","X2016","X2017","X2018","X2019","X2020","X2021","X2022","X2023","X2024","X2025","X2026","X2027","X2028","X2029","X2030"
"PHL.NGDPRPPPPC.A","PHL","Philippines","NGDPRPPPPC","Gross domestic product (GDP), Constant prices, Per capita, purchasing power parity (PPP) international dollar, ICP benchmark 2021",0,"Units","","","9/22/2025","System of National Accounts (SNA) 2008","Historical data source: accessed via Haver","","Gross domestic product (GDP), Constant prices, Per capita, purchasing power parity (PPP) international dollar, ICP benchmark 2021","2024","National Statistics Office","2018","January/December","No","Philippine peso",5003.136,5046.979,5101.943,5069.791,4584.887,4147.274,4187.114,4261.119,4448.112,4614.085,4645.987,4520.382,4435.416,4428.116,4516.682,4617.137,4650.471,4783.225,4643.079,4696.865,4905.256,4948.084,5025.839,5175.753,5407.491,5566.818,5753.341,6017.484,6167.961,6149.313,6488.368,6627.698,6970.715,7324.089,7669.806,8033.747,8465.39,8909.613,9332.174,9761.941,8678.277,9100.877,9714.916,10162.225,10621.088,11080.499,11592.205,12157.595,12751.779,13376.246,14032.563
"POL.NGDP_R.A","POL","Poland, Republic of","NGDP_R","Gross domestic product (GDP), Constant prices, Domestic currency",9,"Billions","XDC","Domestic currency","9/26/2025","European System of Accounts (ESA) 2010","Data prior to 1995 cannot be confirmed by national sources at this time.","true","Gross domestic product (GDP), Constant prices, Domestic currency","2024","National Statistics Office","2020","January/December","Yes, from 2020","Polish zloty",832.442,749.198,712.889,752.811,750.056,779.02,806.243,824.799,851.897,884.372,820.955,763.443,778.962,812.359,854.918,912.435,969.363,1038.056,1089.769,1139.073,1187.594,1201.908,1219.257,1262.217,1326.474,1369.727,1454.68,1553.022,1621.104,1663.498,1716.212,1806.407,1833.717,1846.264,1918.646,2003.677,2064.412,2170.78,2306.363,2412.007,2362.909,2526.592,2659.376,2666.015,2743.953,2832.94,2921.779,3005.358,3089.58,3171.957,3253.014
"POL.NGDPRPC.A","POL","Poland, Republic of","NGDPRPC","Gross domestic product (GDP), Constant prices, Per capita, Domestic currency",0,"Units","XDC","Domestic currency","9/26/2025","European System of Accounts (ESA) 2010","Data prior to 1995 cannot be confirmed by national sources at this time.","true","Gross domestic product (GDP), Constant prices, Per capita, Domestic currency","2024","National Statistics Office","2020","January/December","Yes, from 2020","Polish zloty",23405.086,20876.814,19684.115,20495.093,20244.871,20870.119,21466.625,21849.044,22545.364,23381.426,21498.98,19940.671,20293.047,21099.783,22159.104,23650.111,25106.921,26865.27,28188.548,29458.531,31037.42,31419.187,31882.506,33026.298,34732.984,35881.317,38123.476,40734.501,42531.204,43620.279,45136.32,47458.693,48174.83,48506.069,50466.981,52720.545,54373.546,57166.451,60731.028,63519.314,62250.38,68151.16,72089.826,72537.24,74928.456,77620.117,80684.05,83158.373,85660.104,88120.303,90553.243
"POL.NGDPRPPPPC.A","POL","Poland, Republic of","NGDPRPPPPC","Gross domestic product (GDP), Constant prices, Per capita, purchasing power parity (PPP) international dollar, ICP benchmark 2021",0,"Units","","","9/26/2025","European System of Accounts (ESA) 2010","Data prior to 1995 cannot be confirmed by national sources at this time.","","Gross domestic product (GDP), Constant prices, Per capita, purchasing power parity (PPP) international dollar, ICP benchmark 2021","2024","National Statistics Office","2020","January/December","Yes, from 2020","Polish zloty",14311.075,12765.159,12035.882,12531.755,12378.757,12761.066,13125.8,13359.631,13785.397,14296.608,13145.583,12192.753,12408.214,12901.494,13549.217,14460.896,15351.664,16426.81,17235.93,18012.463,18977.877,19211.309,19494.606,20193.979,21237.535,21939.685,23310.656,24907.172,26005.769,26671.685,27598.671,29018.689,29456.572,29659.108,30858.111,32236.056,33246.786,34954.512,37134.078,38838.98,38063.088,41671.129,44079.432,44353.004,45815.117,47460.937,49334.383,50847.312,52376.999,53881.291,55368.916
"PRT.NGDP_R.A","PRT","Portugal","NGDP_R","Gross domestic product (GDP), Constant prices, Domestic currency",9,"Billions","XDC","Domestic currency","9/24/2025","European System of Accounts (ESA) 2010","","true","Gross domestic product (GDP), Constant prices, Domestic currency","2024","National Statistics Office","2021","January/December","Yes, from 1995","Euro",100.341,103.876,106.123,107.154,106.038,107.773,111.351,119.85,126.249,134.643,145.226,150.119,154.818,153.754,156.044,159.644,165.239,172.511,180.805,187.868,195.038,198.828,200.361,198.497,202.047,203.627,206.936,212.123,212.8,206.157,209.739,206.145,197.794,195.848,197.3,200.436,204.453,211.23,217.454,223.424,205.093,216.494,231.618,237.67,242.246,246.776,252.007,255.699,259.918,264.207,268.566
"PRT.NGDPRPC.A","PRT","Portugal","NGDPRPC","Gross domestic product (GDP), Constant prices, Per capita, Domestic currency",0,"Units","XDC","Domestic currency","9/24/2025","European System of Accounts (ESA) 2010","","true","Gross domestic product (GDP), Constant prices, Per capita, Domestic currency","2024","National Statistics Office","2021","January/December","Yes, from 1995","Euro",10274.23,10544.316,10706.764,10760.762,10607.776,10751.912,11098.764,11949.065,12600.235,13457.602,14546.964,15071.875,15555.729,15429.926,15617.619,15922.744,16418.861,17065.075,17795.388,18386.291,18954.266,19186.874,19229.186,18978.871,19272.215,19386.899,19666.451,20119.871,20155.008,19507.156,19837.001,19494.437,18781.323,18698.462,18935.402,19306.424,19741.496,20428.216,21041.266,21577.612,19749.26,20801.281,22124.413,22467.979,22676.819,22940.294,23486.078,23890.62,24346.44,24797.752,25257.43
"PRT.NGDPRPPPPC.A","PRT","Portugal","NGDPRPPPPC","Gross domestic product (GDP), Constant prices, Per capita, purchasing power parity (PPP) international dollar, ICP benchmark 2021",0,"Units","","","9/24/2025","European System of Accounts (ESA) 2010","","","Gross domestic product (GDP), Constant prices, Per capita, purchasing power parity (PPP) international dollar, ICP benchmark 2021","2024","National Statistics Office","2021","January/December","Yes, from 1995","Euro",19110.26,19612.626,19914.782,20015.218,19730.662,19998.758,20643.908,22225.484,23436.673,25031.39,27057.625,28033.969,28933.947,28699.951,29049.062,29616.602,30539.389,31741.358,33099.754,34198.846,35255.289,35687.944,35766.645,35301.055,35846.679,36059.995,36579.966,37423.337,37488.691,36283.674,36897.193,36260.016,34933.612,34779.488,35220.201,35910.308,36719.552,37996.863,39137.148,40134.761,36733.992,38690.771,41151.821,41790.86,42179.307,42669.375,43684.543,44436.999,45284.834,46124.282,46979.291
"PRI.NGDP_R.A","PRI","Puerto Rico","NGDP_R","Gross domestic product (GDP), Constant prices, Domestic currency",9,"Billions","XDC","Domestic currency","9/25/2025","Other","Prior to 2014, National Accounts data are extrapolated back at the growth rates from the earlier vintage, which used 1954 as a base year. Historical data source: Puerto Rico Planning Board. Fiscal year data are mapped to calendar year as follows: FY(t-1/t) = CY(t)","true","Gross domestic product (GDP), Constant prices, Domestic currency","FY2023/24","National Statistics Office","2017","July/June","No","US dollar",48.717,49.239,47.737,47.961,51.471,52.531,56.82,59.614,63.493,66.63,69.149,70.743,73.972,77.407,80.648,84.316,86.267,90.477,96.374,100.627,103.92,113.758,116.227,118.948,121.312,118.901,117.225,115.863,113.726,111.506,111.045,110.647,110.679,110.339,109.026,107.882,106.518,103.445,98.933,100.591,96.385,96.757,99.618,100.115,103.345,102.518,102.416,103.44,104.06,104.893,105.732
"PRI.NGDPRPC.A","PRI","Puerto Rico","NGDPRPC","Gross domestic product (GDP), Constant prices, Per capita, Domestic currency",0,"Units","XDC","Domestic currency","9/25/2025","Other","Prior to 2014, National Accounts data are extrapolated back at the growth rates from the earlier vintage, which used 1954 as a base year. Historical data source: Puerto Rico Planning Board. Fiscal year data are mapped to calendar year as follows: FY(t-1/t) = CY(t)","true","Gross domestic product (GDP), Constant prices, Per capita, Domestic currency","FY2023/24","National Statistics Office","2017","July/June","No","US dollar",15210.264,15247.128,14656.272,14594.285,15518.206,15686.599,16799.355,17444.699,18383.018,19079.773,19602.445,19924.407,20692.695,21500.523,22235.035,23067.499,23411.974,24349.729,25712.509,26605.839,27271.147,29789.235,30396.586,31088.715,31699.977,31114.916,30806.503,30627.264,30239.302,29811.05,29838.499,30077.353,30452.45,30708.882,30842.844,31052.489,31224.982,31346.97,30916.563,31434.688,30507.925,30236.563,31130.719,31230.24,32530.725,32286.299,32269.825,32608.501,32820.234,33099.015,33380.163
"PRI.NGDPRPPPPC.A","PRI","Puerto Rico","NGDPRPPPPC","Gross domestic product (GDP), Constant prices, Per capita, purchasing power parity (PPP) international dollar, ICP benchmark 2021",0,"Units","","","9/25/2025","Other","Prior to 2014, National Accounts data are extrapolated back at the growth rates from the earlier vintage, which used 1954 as a base year. Historical data source: Puerto Rico Planning Board. Fiscal year data are mapped to calendar year as follows: FY(t-1/t) = CY(t)","","Gross domestic product (GDP), Constant prices, Per capita, purchasing power parity (PPP) international dollar, ICP benchmark 2021","FY2023/24","National Statistics Office","2017","July/June","No","US dollar",20802.968,20853.387,20045.277,19960.497,21224.138,21454.447,22976.356,23858.988,25142.32,26095.267,26810.122,27250.467,28301.248,29406.109,30410.695,31549.251,32020.387,33302.947,35166.811,36388.612,37298.549,40742.52,41573.19,42519.81,43355.828,42555.644,42133.83,41888.686,41358.074,40772.356,40809.897,41136.577,41649.594,42000.315,42183.534,42470.264,42706.181,42873.022,42284.357,42992.993,41725.467,41354.326,42577.257,42713.372,44492.035,44157.736,44135.205,44598.41,44887.996,45269.282,45653.806
"QAT.NGDP_R.A","QAT","Qatar","NGDP_R","Gross domestic product (GDP), Constant prices, Domestic currency",9,"Billions","XDC","Domestic currency","9/22/2025","System of National Accounts (SNA) 1993","Latest actual data: 2023Q4. Historical data source: Qatar Planning and Statistics Authority(from 2010); Haver and IMF staff estimates (pre-2010). Base year 2018 only applies to GDP by production methods, and does not apply to GDP by expenditure methods. We do not have latest data on GDP by expenditure methods at constant price.","true","Gross domestic product (GDP), Constant prices, Domestic currency","2023","National Statistics Office","2018","January/December","No","Qatari riyal",90.83,87.293,80.126,75.856,87.985,76.519,79.356,80.07,83.833,88.276,75.349,74.201,81.935,81.206,82.772,83.071,86.584,110.607,121.947,126.541,135.33,141.42,151.14,157.166,187.381,201.981,258.703,305.762,359.253,406.181,478.261,532.316,557.495,588.47,619.861,649.325,669.221,659.199,667.339,671.932,648.028,658.571,686.132,696.697,713.191,733.742,778.405,838.919,868.325,882.449,912.252
"QAT.NGDPRPC.A","QAT","Qatar","NGDPRPC","Gross domestic product (GDP), Constant prices, Per capita, Domestic currency",0,"Units","XDC","Domestic currency","9/22/2025","System of National Accounts (SNA) 1993","Latest actual data: 2023Q4. Historical data source: Qatar Planning and Statistics Authority(from 2010); Haver and IMF staff estimates (pre-2010). Base year 2018 only applies to GDP by production methods, and does not apply to GDP by expenditure methods. We do not have latest data on GDP by expenditure methods at constant price.","true","Gross domestic product (GDP), Constant prices, Per capita, Domestic currency","2023","National Statistics Office","2018","January/December","No","Qatari riyal",371241.011,329338.599,280707.738,248031.653,269707.6,222070.706,219273.151,212277.146,213594.929,216481.127,158124.014,152950.197,167349.661,165053.235,167180.575,165758.498,168951.904,208892.467,221573.837,221165.711,227946.603,231150.333,240001.809,238044.383,260112.492,245971.132,267364.787,265312.996,231219.827,247878.849,278853.279,307214.623,304159.576,293691.67,279697.949,266358.054,255658.736,241942.872,241774.601,240044.127,228687.865,239640.531,233995.773,227455.391,230534.875,235998.082,249117.469,267148.515,275136.981,278221.275,286186.7
"QAT.NGDPRPPPPC.A","QAT","Qatar","NGDPRPPPPC","Gross domestic product (GDP), Constant prices, Per capita, purchasing power parity (PPP) international dollar, ICP benchmark 2021",0,"Units","","","9/22/2025","System of National Accounts (SNA) 1993","Latest actual data: 2023Q4. Historical data source: Qatar Planning and Statistics Authority(from 2010); Haver and IMF staff estimates (pre-2010). Base year 2018 only applies to GDP by production methods, and does not apply to GDP by expenditure methods. We do not have latest data on GDP by expenditure methods at constant price.","","Gross domestic product (GDP), Constant prices, Per capita, purchasing power parity (PPP) international dollar, ICP benchmark 2021","2023","National Statistics Office","2018","January/December","No","Qatari riyal",164971.804,146351.242,124740.696,110220.122,119852.463,98683.615,97440.44,94331.56,94917.155,96199.722,70267.032,67967.895,74366.718,73346.234,74291.58,73659.638,75078.721,92827.479,98462.817,98281.454,101294.742,102718.413,106651.825,105781.986,115588.596,109304.469,118811.365,117899.592,102749.294,110152.218,123916.612,136519.805,135162.206,130510.486,124291.966,118363.994,113609.439,107514.393,107439.617,106670.63,101624.143,106491.281,103982.867,101076.457,102444.916,104872.652,110702.635,118715.258,122265.167,123635.763,127175.433
"ROU.NGDP_R.A","ROU","Romania","NGDP_R","Gross domestic product (GDP), Constant prices, Domestic currency",9,"Billions","XDC","Domestic currency","9/24/2025","European System of Accounts (ESA) 2010","Historical data source: Eurostat and National Institute of Statistics.","true","Gross domestic product (GDP), Constant prices, Domestic currency","2024","National Statistics Office","2020","January/December","Yes, from 2000","Romanian leu",576.082,576.658,599.148,635.097,673.203,672.529,688.67,694.18,690.709,650.648,614.13,534.742,487.865,495.317,514.793,551.54,573.316,538.613,512.665,506.77,521.571,548.788,580.085,593.666,655.574,686.177,741.269,794.891,868.875,820.942,788.878,824.342,840.034,842.376,877.048,904.737,930.612,1006.88,1068.51,1110.431,1069.629,1128.948,1173.714,1201.933,1211.714,1223.346,1240.216,1274.149,1311.332,1352.531,1396.68
"ROU.NGDPRPC.A","ROU","Romania","NGDPRPC","Gross domestic product (GDP), Constant prices, Per capita, Domestic currency",0,"Units","XDC","Domestic currency","9/24/2025","European System of Accounts (ESA) 2010","Historical data source: Eurostat and National Institute of Statistics.","true","Gross domestic product (GDP), Constant prices, Per capita, Domestic currency","2024","National Statistics Office","2020","January/December","Yes, from 2000","Romanian leu",25669.482,25542.884,26413.641,27885.582,29438.999,29276.782,29821.998,29890.318,29585.606,27769.207,26179.381,22829.631,20908.52,21344.841,22320.253,24056.288,25145.881,23749.904,22719.554,22565.218,23226.895,24466.189,26568.601,27449.56,30461.85,32090.807,34871.724,37618.167,42105.923,40162.914,38871.142,40810.911,41801.083,42076.568,43968.242,45531.326,47094.35,51256.491,54701.484,57196.08,55338.526,58794.286,61636.706,63078.557,63963.322,64962.063,66269.925,68527.329,71011.128,73740.678,76662.532
"ROU.NGDPRPPPPC.A","ROU","Romania","NGDPRPPPPC","Gross domestic product (GDP), Constant prices, Per capita, purchasing power parity (PPP) international dollar, ICP benchmark 2021",0,"Units","","","9/24/2025","European System of Accounts (ESA) 2010","Historical data source: Eurostat and National Institute of Statistics.","","Gross domestic product (GDP), Constant prices, Per capita, purchasing power parity (PPP) international dollar, ICP benchmark 2021","2024","National Statistics Office","2020","January/December","Yes, from 2000","Romanian leu",16553.685,16472.045,17033.576,17982.799,18984.564,18879.953,19231.551,19275.609,19079.107,17907.751,16882.507,14722.327,13483.445,13764.819,14393.84,15513.372,16216.026,15315.792,14651.341,14551.814,14978.514,15777.708,17133.507,17701.618,19644.178,20694.656,22488.009,24259.13,27153.185,25900.18,25067.145,26318.06,26956.6,27134.254,28354.153,29362.151,30370.111,33054.185,35275.785,36884.495,35686.599,37915.143,39748.157,40677.976,41248.541,41892.607,42736.018,44191.768,45793.516,47553.743,49437.982
"RUS.NGDP_R.A","RUS","Russian Federation","NGDP_R","Gross domestic product (GDP), Constant prices, Domestic currency",9,"Billions","XDC","Domestic currency","9/12/2025","System of National Accounts (SNA) 2008","Gross capital formation includes statistical discrepancy before 2010. For 2022 and 2023, estimates of exports and imports in the national accounts are staff's, as the authorities only publish net exports. Staff's estimates of exports and imports are so that the resulting net exports are consistent with the official data on net exports. Latest actual data: Quarterly distribution of 2024 is not yet available. Q1-Q3 will be revised. Base year: The discrepancy in historical national account comes from source data which recently got rebased. In the new methodology they rebased all the components of GDP to 2021 prices.","true","Gross domestic product (GDP), Constant prices, Domestic currency","2024","National Statistics Office","2021","January/December","Yes, from 1995","Russian ruble",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84500.613,77149.06,67351.129,64589.733,62276.592,63133.44,59775.411,63569.653,69961.23,73516.427,77005.638,82669.961,88577.098,94243.009,101938.165,110654.194,116460.316,107352.032,112196.123,116678.031,121373.255,123503.868,124413.187,121958.864,122195.063,124427.207,127919.058,130730.816,127261.672,134727.467,132792.94,138214.244,144218.789,145096.774,146479.258,148090.53,149778.762,151426.329,153092.018
"RUS.NGDPRPC.A","RUS","Russian Federation","NGDPRPC","Gross domestic product (GDP), Constant prices, Per capita, Domestic currency",0,"Units","XDC","Domestic currency","9/12/2025","System of National Accounts (SNA) 2008","Gross capital formation includes statistical discrepancy before 2010. For 2022 and 2023, estimates of exports and imports in the national accounts are staff's, as the authorities only publish net exports. Staff's estimates of exports and imports are so that the resulting net exports are consistent with the official data on net exports. Latest actual data: Quarterly distribution of 2024 is not yet available. Q1-Q3 will be revised. Base year: The discrepancy in historical national account comes from source data which recently got rebased. In the new methodology they rebased all the components of GDP to 2021 prices.","true","Gross domestic product (GDP), Constant prices, Per capita, Domestic currency","2024","National Statistics Office","2021","January/December","Yes, from 1995","Russian ruble",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,568881.372,519666.546,453824.384,435311.814,420333.003,426821.39,404788.336,431815.71,477235.499,503618.295,529953.165,571522.647,614831.32,656659.614,712606.946,774861.564,815877.719,751842.067,785415.057,815826.483,846523.711,858824.937,849189.42,829860.115,829109.075,842497.345,865376.947,883913.599,861578.846,915156.814,905115.89,944737.448,986884.967,996326.175,1009093.171,1023628.106,1038822.387,1053700.347,1068666.395
"RUS.NGDPRPPPPC.A","RUS","Russian Federation","NGDPRPPPPC","Gross domestic product (GDP), Constant prices, Per capita, purchasing power parity (PPP) international dollar, ICP benchmark 2021",0,"Units","","","9/12/2025","System of National Accounts (SNA) 2008","Gross capital formation includes statistical discrepancy before 2010. For 2022 and 2023, estimates of exports and imports in the national accounts are staff's, as the authorities only publish net exports. Staff's estimates of exports and imports are so that the resulting net exports are consistent with the official data on net exports. Latest actual data: Quarterly distribution of 2024 is not yet available. Q1-Q3 will be revised. Base year: The discrepancy in historical national account comes from source data which recently got rebased. In the new methodology they rebased all the components of GDP to 2021 prices.","","Gross domestic product (GDP), Constant prices, Per capita, purchasing power parity (PPP) international dollar, ICP benchmark 2021","2024","National Statistics Office","2021","January/December","Yes, from 1995","Russian ruble",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29683.98,28119.054,24018.487,21940.609,19160.717,18379.106,17746.692,18020.636,17090.388,18231.499,20149.147,21263.043,22374.916,24130.003,25958.519,27724.533,30086.66,32715.085,34446.809,31743.189,33160.659,34444.646,35740.7,36260.065,35853.248,35037.154,35005.444,35570.705,36536.694,37319.322,36376.336,38638.428,38214.494,39887.338,41666.83,42065.443,42604.473,43218.146,43859.657,44487.812,45119.687
"RWA.NGDP_R.A","RWA","Rwanda","NGDP_R","Gross domestic product (GDP), Constant prices, Domestic currency",9,"Billions","XDC","Domestic currency","9/9/2025","System of National Accounts (SNA) 2008","","true","Gross domestic product (GDP), Constant prices, Domestic currency","2024","National Statistics Office","2017","January/December","No","Rwandan franc",1742.636,1785.72,1741.642,1846.751,2086.354,2177.9,2297.702,2290.92,2297.702,2166.598,2175.675,2082.121,2219.541,1989.195,1155.922,1439.598,1606.527,1845.899,1999.845,2066,2239,2429,2749,2810,3019,3303,3607,3882,4315,4585,4921,5313,5772,6045,6417,6986,7403,7694,8350,9138,8830,9789,10587,11461,12480,13367.206,14366.592,15429.918,16512.376,17661.975,18893.977
"RWA.NGDPRPC.A","RWA","Rwanda","NGDPRPC","Gross domestic product (GDP), Constant prices, Per capita, Domestic currency",0,"Units","XDC","Domestic currency","9/9/2025","System of National Accounts (SNA) 2008","","true","Gross domestic product (GDP), Constant prices, Per capita, Domestic currency","2024","National Statistics Office","2017","January/December","No","Rwandan franc",341651.59,337665.007,317462.482,324348.818,357735.827,361189.096,368375.527,354914.153,343853.488,313565.078,307617.435,285608.086,304256.153,290534.91,182156.323,240237.168,271152.908,297592.125,295452.145,275466.667,290779.221,307468.354,339382.716,338554.217,351046.512,375340.909,400777.778,421956.522,454210.526,472680.412,492100,520882.353,550605.743,563006.426,583522.779,620261.032,641897.165,651536.963,690653.433,738483.918,697307.115,755557.271,799260.154,849025.854,900627.842,943878.383,992784.992,1043549.187,1096949.176,1152719.97,1209460.686
"RWA.NGDPRPPPPC.A","RWA","Rwanda","NGDPRPPPPC","Gross domestic product (GDP), Constant prices, Per capita, purchasing power parity (PPP) international dollar, ICP benchmark 2021",0,"Units","","","9/9/2025","System of National Accounts (SNA) 2008","","","Gross domestic product (GDP), Constant prices, Per capita, purchasing power parity (PPP) international dollar, ICP benchmark 2021","2024","National Statistics Office","2017","January/December","No","Rwandan franc",1272.972,1258.119,1182.845,1208.503,1332.901,1345.768,1372.544,1322.388,1281.177,1168.324,1146.163,1064.158,1133.639,1082.515,678.703,895.109,1010.299,1108.81,1100.836,1026.372,1083.425,1145.608,1264.519,1261.432,1307.977,1398.497,1493.273,1572.184,1692.36,1761.178,1833.534,1940.775,2051.523,2097.727,2174.169,2311.054,2391.669,2427.586,2573.331,2751.545,2598.123,2815.159,2977.993,3163.417,3355.683,3516.832,3699.055,3888.199,4087.164,4294.962,4506.375
"WSM.NGDP_R.A","WSM","Samoa","NGDP_R","Gross domestic product (GDP), Constant prices, Domestic currency",9,"Billions","XDC","Domestic currency","8/14/2025","System of National Accounts (SNA) 2008","Data prior to 2000 cannot be confirmed by national sources at this time. Data refer to fiscal years. Fiscal year data are mapped to calendar year as follows: FY(t-1/t) = CY(t). Base year: Base year was updated from 2009 to 2013, affecting the data from 2009.","true","Gross domestic product (GDP), Constant prices, Domestic currency","FY2023/24","National Statistics Office","FY2012/13","July/June","No","Samoan tala",0.925,0.841,0.833,0.837,0.853,0.903,0.946,0.951,0.978,1.035,0.969,0.945,0.984,1.001,1.065,1.134,1.217,1.227,1.24,1.232,1.295,1.391,1.469,1.546,1.594,1.699,1.736,1.744,1.806,1.796,1.842,1.913,1.841,1.843,1.856,1.927,2.081,2.11,2.097,2.191,2.123,2.015,2.061,2.374,2.483,2.55,2.632,2.7,2.757,2.812,2.868
"WSM.NGDPRPC.A","WSM","Samoa","NGDPRPC","Gross domestic product (GDP), Constant prices, Per capita, Domestic currency",0,"Units","XDC","Domestic currency","8/14/2025","System of National Accounts (SNA) 2008","Data prior to 2000 cannot be confirmed by national sources at this time. Data refer to fiscal years. Fiscal year data are mapped to calendar year as follows: FY(t-1/t) = CY(t). Base year: Base year was updated from 2009 to 2013, affecting the data from 2009.","true","Gross domestic product (GDP), Constant prices, Per capita, Domestic currency","FY2023/24","National Statistics Office","FY2012/13","July/June","No","Samoan tala",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7175.31,7098.158,7423.41,7929.284,8329.196,8710.484,8923.29,9456.16,9596.266,9580.874,9855.263,9734.27,9906.136,10203.746,9738.772,9666.253,9673.26,9962.384,10665.545,10722.861,10483.624,10675.455,10525.231,9875.924,9976.661,11383.371,11786.613,12030.491,12346.315,12592.091,12788.999,12965.705,13141.085
"WSM.NGDPRPPPPC.A","WSM","Samoa","NGDPRPPPPC","Gross domestic product (GDP), Constant prices, Per capita, purchasing power parity (PPP) international dollar, ICP benchmark 2021",0,"Units","","","8/14/2025","System of National Accounts (SNA) 2008","Data prior to 2000 cannot be confirmed by national sources at this time. Data refer to fiscal years. Fiscal year data are mapped to calendar year as follows: FY(t-1/t) = CY(t). Base year: Base year was updated from 2009 to 2013, affecting the data from 2009.","","Gross domestic product (GDP), Constant prices, Per capita, purchasing power parity (PPP) international dollar, ICP benchmark 2021","FY2023/24","National Statistics Office","FY2012/13","July/June","No","Samoan tala",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4223.656,4178.241,4369.697,4667.474,4902.877,5127.317,5252.582,5566.25,5648.722,5639.661,5801.177,5729.956,5831.123,6006.307,5732.606,5689.919,5694.043,5864.232,6278.139,6311.877,6171.054,6283.972,6195.545,5813.339,5872.636,6700.678,6938.042,7081.598,7267.503,7412.176,7528.084,7632.099,7735.335
"SMR.NGDP_R.A","SMR","San Marino, Republic of","NGDP_R","Gross domestic product (GDP), Constant prices, Domestic currency",9,"Billions","XDC","Domestic currency","8/26/2025","European System of Accounts (ESA) 2010","","true","Gross domestic product (GDP), Constant prices, Domestic currency","2022","National Statistics Office","2007","January/December","No","Euro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.018,1.094,1.193,1.219,1.287,1.291,1.341,1.402,1.436,1.491,1.597,1.591,1.429,1.346,1.231,1.141,1.132,1.125,1.155,1.182,1.185,1.203,1.227,1.143,1.309,1.411,1.416,1.426,1.441,1.459,1.477,1.495,1.515,1.534
"SMR.NGDPRPC.A","SMR","San Marino, Republic of","NGDPRPC","Gross domestic product (GDP), Constant prices, Per capita, Domestic currency",0,"Units","XDC","Domestic currency","8/26/2025","European System of Accounts (ESA) 2010","","true","Gross domestic product (GDP), Constant prices, Per capita, Domestic currency","2022","National Statistics Office","2007","January/December","No","Euro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48514.845,49122.385,50357.772,53253.628,52375.896,46461.362,43189.75,39028.331,35773.554,35065.308,34424.521,35045.842,35672.871,35584.878,35927.328,36466.142,33801.671,38584.739,41462.732,41502.211,41663.407,41954.179,42372.466,42746.088,43163.747,43585.487,44011.347
"SMR.NGDPRPPPPC.A","SMR","San Marino, Republic of","NGDPRPPPPC","Gross domestic product (GDP), Constant prices, Per capita, purchasing power parity (PPP) international dollar, ICP benchmark 2021",0,"Units","","","8/26/2025","European System of Accounts (ESA) 2010","","","Gross domestic product (GDP), Constant prices, Per capita, purchasing power parity (PPP) international dollar, ICP benchmark 2021","2022","National Statistics Office","2007","January/December","No","Euro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82201.192,83230.578,85323.758,90230.356,88743.169,78721.87,73178.61,66127.705,60612.97,59412.951,58327.233,59379.969,60442.376,60293.285,60873.516,61786.457,57271.906,65376.104,70252.436,70319.327,70592.45,71085.119,71793.844,72426.892,73134.553,73849.128,74570.685
